player_id,GAMES,record,MIN,POSS,MINxGP,PM,ORAPM,DRAPM,RAPM
Matthew Costello,27,0.4074074074074074,591,1030,21.88888888888889,-7,-0.5567242532934734,0.9677043011311324,0.41098004783765896
Brad Wanamaker,36,0.6944444444444444,941.9833333333333,1603,26.166203703703705,119,0.6710282924993319,-0.2662157873523692,0.4048125051469627
Tibor Pleiss,157,0.5987261146496815,2603.0333333333333,4623,16.57983014861996,258,0.6436154006471676,-0.23940638126017733,0.4042090193869903
John Dibartolomeo,122,0.47540983606557374,1456.6166666666666,2607,11.939480874316938,59,0.7458373863356954,-0.34713714034003,0.3987002459956654
Nando De Colo,143,0.6223776223776224,3670.6833333333334,6992,25.66911421911422,386,0.552091043505422,-0.15361145292928619,0.39847959057613586
Zach Leday,94,0.5319148936170213,2017.6666666666667,3883,21.4645390070922,22,-0.15805266137245394,0.5546610339300462,0.39660837255759224
Angelo Caloiaro,116,0.5086206896551724,2654.6,4736,22.88448275862069,94,-0.19334405724844597,0.5837656631147954,0.39042160586634944
Youssoupha Fall,88,0.4090909090909091,1104.0833333333333,2024,12.546401515151514,-1,-0.31515257253627565,0.7000136684763848,0.38486109594010914
Jaycee Carroll,120,0.6666666666666666,1828.9,3390,15.240833333333335,324,1.0386864120212222,-0.6646156872199556,0.3740707248012667
Ante Tomic,91,0.5714285714285714,1685.7666666666667,3014,18.524908424908425,199,-0.18555580486426004,0.5546833557390819,0.36912755087482185
Georgios Papagiannis,114,0.41228070175438597,2313.6833333333334,4120,20.29546783625731,-93,-0.0545603327927801,0.40711786585251425,0.35255753305973414
Scottie Wilbekin,124,0.5161290322580645,3322.4333333333334,6072,26.793817204301074,251,0.16086050901138613,0.18333995885335225,0.34420046786473835
Sehmus Hazer,25,0.4,310.6166666666667,530,12.424666666666667,1,-0.30026265308735134,0.6312942345473083,0.3310315814599569
Khalifa Diop,1,0,7.333333333333333,12,7.333333333333333,-3,-1.5618658654142497,1.869781992371817,0.3079161269575674
Mouhammad Faye,12,0.4166666666666667,214.75,389,17.895833333333332,-14,-2.143954080525071,2.441039324245318,0.29708524372024714
Nigel Hayes-Davis,98,0.5612244897959183,2196.4,3933,22.412244897959184,-45,-0.0847118193777043,0.3793436884861737,0.2946318691084694
Mike James,135,0.5703703703703704,4139.933333333333,7777,30.666172839506174,380,1.0331665172960225,-0.7505227603092429,0.28264375698677957
Will Cherry,13,0.23076923076923078,267.75,499,20.596153846153847,-8,0.953371896187697,-0.6885094618236612,0.2648624343640358
Borisa Simanic,23,0.34782608695652173,262.06666666666666,473,11.394202898550725,-5,-0.9992958731231398,1.2504713300520545,0.25117545692891463
Klemen Prepelic,53,0.6037735849056604,847.1166666666667,1599,15.983333333333334,49,1.2118750323597007,-0.9635711056994213,0.24830392666027945
Ali Muhammed,94,0.5957446808510638,1409.8333333333333,2454,14.99822695035461,160,0.3611069488826127,-0.11865263344021541,0.24245431544239726
Okaro White,29,0.27586206896551724,668.3333333333334,1151,23.045977011494255,-44,-0.5943963167089568,0.8298373544532086,0.23544103774425185
Vladimir Lucic,118,0.4661016949152542,3405.7,5924,28.86186440677966,-50,-0.20305530388162757,0.4316496955538733,0.2285943916722457
